Name,Location,Price,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Stars,Country
Selecto,"Brussels, Belgium",2,Modern French,4.3458637,50.8527976,Bib Gourmand,0,"Interesting wine list,Terrace",bibGourmand,Belgium
Gaston Vouzote,"Dottignies, Belgium",2,Classic Cuisine,3.3137961,50.7291086,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
Appel Thaï,"Anderlecht, Belgium",1,Thai,4.2627659,50.8323994,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
ANJU,"Saint-Gilles, Belgium",2,Korean Contemporary,4.353308,50.8309636,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
Mona Lisa,"Yvoir, Belgium",2,"Italian, Modern Cuisine",4.8783814,50.3271487,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
Bagù,"Thuin, Belgium",2,"Seasonal Cuisine, French",4.2816182,50.339726,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Quatre Vins,"Brugge, Belgium",2,"Sharing, International",3.2256457,51.2094474,Bib Gourmand,0,Counter dining,bibGourmand,Belgium
JB,"Brussels, Belgium",2,"Traditional Cuisine, Classic French",4.3554714,50.8366762,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
Le Bistrot d'en Face,"Liège, Belgium",2,"Country cooking, Traditional Cuisine",5.5779576,50.645336,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Durbuy Ô,"Durbuy, Belgium",2,"Traditional Cuisine, Country cooking",5.4654266,50.3651363,Bib Gourmand,0,"Car park,Terrace,Wheelchair access",bibGourmand,Belgium
Des Ardennes,"Corbion, Belgium",2,"Traditional Cuisine, Classic French",5.0096033,49.7966152,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Great view,Terrace",bibGourmand,Belgium
Le Charme de la Semois,"Alle, Belgium",2,"Traditional Cuisine, Classic Cuisine",4.9694099,49.8468266,Bib Gourmand,0,"Car park,Garden or park,Great view,Terrace",bibGourmand,Belgium
Kok Sur Mer,"Vlissegem, Belgium",2,Modern French,3.0559647,51.2562422,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
Le Faitout,"Baudour, Belgium",2,"Traditional Cuisine, French",3.837656,50.4832736,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Belgium
Le Moulin de Daverdisse,"Daverdisse, Belgium",2,"Modern Cuisine, Classic Cuisine",5.1158029,50.0275637,Bib Gourmand,0,"Car park,Garden or park,Terrace",bibGourmand,Belgium
Le Confessionnal,"Dinant, Belgium",2,French,4.907275,50.26937,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
Kline,"Brussels, Belgium",2,"Modern Cuisine, Seasonal Cuisine",4.3435641,50.8529685,Bib Gourmand,0,"Counter dining,Terrace",bibGourmand,Belgium
la cantinetta,"Grivegnée, Belgium",2,"Italian, Organic",5.5892796,50.6274342,Bib Gourmand,0,,bibGourmand,Belgium
Le Cabochon,"Liège, Belgium",2,"Modern French, Cuisine from the Marches",5.5916299,50.619611,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access",bibGourmand,Belgium
Parc Le'h,"Dudelange, Luxembourg",2,Modern Cuisine,6.0996067,49.4863903,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Luxembourg
L'Espièglerie,"Namur, Belgium",3,"Modern Cuisine, Creative",4.8715038,50.4642792,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,Belgium
Enoteca,"Liège, Belgium",2,"Italian, Mediterranean Cuisine",5.569623,50.6427414,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
Cadre Culinaire,"Huy, Belgium",2,Modern French,5.2405126,50.5189769,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Robertissimo,"Embourg, Belgium",2,Italian,5.6060446,50.5932933,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Belgium
Cul de Poule,"Binche, Belgium",2,Modern French,4.1696559,50.4120446,Bib Gourmand,0,Terrace,bibGourmand,Belgium
La Branche d'Olivier,"Uccle, Belgium",2,Classic Cuisine,4.3396476,50.7878432,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Trattoria Bazalia,"Bazel, Belgium",2,Italian,4.3002965,51.1472461,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Le Tournant,"Ixelles, Belgium",2,Home Cooking,4.3694573,50.8356505,Bib Gourmand,0,"Notable sake list,Terrace",bibGourmand,Belgium
Le Saint Boniface,"Ixelles, Belgium",2,"Cuisine from South West France, Country cooking",4.3647217,50.8359785,Bib Gourmand,0,Terrace,bibGourmand,Belgium
l'Epicurien,"Herve, Belgium",2,French,5.7902249,50.6416609,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
Onslow,"Brugge, Belgium",2,"Farm to table, Seasonal Cuisine",3.2331473,51.2123639,Bib Gourmand,0,"Counter dining,Terrace",bibGourmand,Belgium
Osteria Bolognese,"Ixelles, Belgium",2,Italian,4.3660771,50.8363612,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
Maza'j,"Auderghem, Belgium",2,"Lebanese, Middle Eastern",4.426231,50.8156704,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Le Variétés,"Ixelles, Belgium",2,Belgian,4.373001,50.8265632,Bib Gourmand,0,Terrace,bibGourmand,Belgium
L'épicerie Nomad,"Ixelles, Belgium",2,"Mediterranean Cuisine, Classic French",4.3617018,50.8345296,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Ferment,"Sint-Kwintens-Lennik, Belgium",2,"Traditional Cuisine, Sharing",4.1557195,50.8057181,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
Les 4 Saisons,"Marche-en-Famenne, Belgium",2,Modern Cuisine,5.3665525,50.2111394,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
il était une fois toi et moi,"Arquennes, Belgium",2,"Modern Cuisine, Classic French",4.275554,50.5569401,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Monsieur V,"Linkebeek, Belgium",2,Classic Cuisine,4.335097,50.774103,Bib Gourmand,0,Terrace,bibGourmand,Belgium
Villa Singha,"Auderghem, Belgium",1,"Thai, Asian",4.4075821,50.8205968,Bib Gourmand,0,Air conditioning,bibGourmand,Belgium
Au Phil des Saveurs,"Bois-de-Villers, Belgium",2,Modern Cuisine,4.8096479,50.3920316,Bib Gourmand,0,"Air conditioning,Car park,Great view,Terrace",bibGourmand,Belgium
Vilain,"Charleroi, Belgium",2,Seasonal Cuisine,4.4225739,50.3980995,Bib Gourmand,0,"Car park,Interesting wine list,Terrace",bibGourmand,Belgium
Bazaar,Luxembourg,2,"Mediterranean Cuisine, Sharing",6.1324737,49.6101074,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Luxembourg
Jeux de Goûts,"Orchimont, Belgium",2,"Seasonal Cuisine, Country cooking",4.8871946,49.8923622,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
Magnific,"Lanaken, Belgium",3,Modern French,5.6776786,50.9013699,Bib Gourmand,0,Car park,bibGourmand,Belgium
Tou.Gou,"Brugge, Belgium",2,"Farm to table, Creative French",3.2143953,51.2051428,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Belgium
l'Amitié,"Antwerpen, Belgium",2,"Sharing, Fusion",4.3905601,51.2094691,Bib Gourmand,0,Terrace,bibGourmand,Belgium
French Kiss,"Jette, Belgium",2,"Meats and Grills, Classic Cuisine",4.3269827,50.8729379,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace",bibGourmand,Belgium
L'Entre D'Eux,"Pont-à-Celles, Belgium",2,French Contemporary,4.3438898,50.5015211,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access",bibGourmand,Belgium
De Farmasie,"Vosselaar, Belgium",2,"Modern French, Traditional Cuisine",4.8750466,51.3129222,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Belgium
Furbetto,"Heverlee, Belgium",2,"Mediterranean Cuisine, Farm to table",4.6960379,50.8622552,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Belgium
Glou Glou,"Borgerhout, Belgium",2,"Creative French, Fusion",4.4332694,51.213367,Bib Gourmand,0,Counter dining,bibGourmand,Belgium
Strofilia,"Brussels, Belgium",2,"Greek, Mediterranean Cuisine",4.3459406,50.8530943,Bib Gourmand,0,,bibGourmand,Belgium
De Gebrande Winning,"Sint-Truiden, Belgium",2,"Modern Cuisine, Farm to table",5.1954385,50.8166897,Bib Gourmand,0,"Car park,Terrace",bibGourmand,Belgium
Ni Shifu,"Antwerpen, Belgium",2,"Chinese, Sichuan",4.4194158,51.2188994,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
and/or,"Antwerpen, Belgium",2,"Vegan, Farm to table",4.3975959,51.2039003,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Belgium
Bizie Lizie,"Antwerpen, Belgium",2,Belgian,4.3928018,51.2112573,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Belgium
Yoka Tomo,"Schaerbeek, Belgium",2,Japanese,4.3898303,50.852218,Bib Gourmand,0,Counter dining,bibGourmand,Belgium
Garde Manger,"Gesves, Belgium",2,Farm to table,5.0127403,50.4438539,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,Belgium
BORIS & MAURICE,"Sint-Amandsberg, Belgium",2,Farm to table,3.752499,51.0647806,Bib Gourmand,0,"Counter dining,Terrace",bibGourmand,Belgium
Le Sixième,"Jodoigne, Belgium",2,Modern Cuisine,4.8712735,50.7233367,Bib Gourmand,0,,bibGourmand,Belgium
aioli,"West Palm Beach, FL, USA",2,American,-80.0559914,26.6500187,Bib Gourmand,0,"Car park,Terrace",bibGourmand,USA
Mandolin Aegean Bistro,"Miami, FL, USA",2,"Mediterranean Cuisine, Turkish",-80.1915611,25.8158091,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,USA
Smokemade Meats + Eats,"Orlando, FL, USA",2,Barbecue,-81.34343,28.52549,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,USA
Psomi,"Tampa, FL, USA",2,Greek,-82.4826553,27.9500225,Bib Gourmand,0,"Air conditioning,Brunch,Car park,Terrace,Wheelchair access",bibGourmand,USA
Bachour,"Miami, FL, USA",2,"Contemporary, Bakery",-80.2610106,25.7539198,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,USA
Isan Zaap,"Orlando, FL, USA",2,Thai,-81.4233487,28.4946387,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,USA
Ghee Indian Kitchen,"Miami, FL, USA",2,Indian,-80.3127412,25.6870318,Bib Gourmand,0,"Air conditioning,Counter dining,Credit cards not accepted,Terrace",bibGourmand,USA
Lucali,"Miami Beach, FL, USA",2,Pizza,-80.1438865,25.7948536,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,USA
Hometown Barbecue Miami,"Miami, FL, USA",2,Barbecue,-80.2154214,25.7976937,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,USA
Bánh Mì Boy,"Orlando, FL, USA",2,Vietnamese,-81.3650355,28.5529858,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,USA
Streetlight Taco,"Tampa, FL, USA",2,Mexican,-82.5105475,27.9300918,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,USA
Sushi Saint,"Orlando, FL, USA",2,Japanese,-81.3838953,28.5465297,Bib Gourmand,0,"Car park,Counter dining,Wheelchair access",bibGourmand,USA
Michael's Genuine,"Miami, FL, USA",3,"Contemporary, American",-80.1927977,25.8133573,Bib Gourmand,0,"Air conditioning,Brunch,Terrace",bibGourmand,USA
Coro,"Orlando, FL, USA",3,Contemporary,-81.345355,28.5677969,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,USA
Zaru,"Orlando, FL, USA",2,"Japanese, Udon",-81.3648665,28.552986,Bib Gourmand,0,Air conditioning,bibGourmand,USA
Gorkhali Kitchen,"Tampa, FL, USA",2,"Nepali, Indian",-82.3264981,28.1431883,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,USA
Heritage,"Fort Lauderdale, FL, USA",2,Pizza,-80.1391689,26.1352404,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,USA
Otto's High Dive,"Orlando, FL, USA",2,"Cuban, American",-81.3526243,28.5458131,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,USA
Norigami,"Winter Garden, FL, USA",3,"Japanese, Sushi",-81.5906822,28.5640163,Bib Gourmand,0,"Air conditioning,Car park,Counter dining",bibGourmand,USA
Zitz Sum,"Coral Gables, FL, USA",2,"Asian, Fusion",-80.2625275,25.7515213,Bib Gourmand,0,Air conditioning,bibGourmand,USA
El Turco,"Miami, FL, USA",2,Mediterranean Cuisine,-80.192171,25.821874,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,USA
Tinta y Cafe,"Coral Gables, FL, USA",1,"Cuban, Regional Cuisine",-80.2586961,25.7592116,Bib Gourmand,0,"Air conditioning,Car park,Terrace",bibGourmand,USA
La Natural,"Miami, FL, USA",2,Pizza,-80.200688,25.8422037,Bib Gourmand,0,"Air conditioning,Interesting wine list,Terrace",bibGourmand,USA
Sanguich De Miami,"Miami, FL, USA",2,Cuban,-80.2287433,25.7655471,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,USA
Palm Beach Meats,"West Palm Beach, FL, USA",2,American,-80.0550908,26.6694277,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,USA
UniGirl,"Orlando, FL, USA",1,"Japanese, Onigiri",-81.3651089,28.5529919,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,USA
Rooster and the Till,"Tampa, FL, USA",2,International,-82.459512,28.0068343,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,USA
Taste of Chengdu,"Orlando, FL, USA",2,"Chinese, Sichuan",-81.3270998,28.5674849,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,USA
Domu,"Orlando, FL, USA",2,"Ramen, Japanese",-81.3433285,28.5679469,Bib Gourmand,0,"Air conditioning,Brunch,Car park,Terrace",bibGourmand,USA
Tam Tam,"Miami, FL, USA",2,Vietnamese,-80.195085,25.7751362,Bib Gourmand,0,Air conditioning,bibGourmand,USA
Bombay Street Kitchen,"Orlando, FL, USA",2,Indian,-81.3961169,28.467152,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,USA
Chug's Diner,"Miami, FL, USA",2,Cuban,-80.2432039,25.7274358,Bib Gourmand,0,"Air conditioning,Brunch",bibGourmand,USA
Strand,"Orlando, FL, USA",2,"American, Contemporary",-81.3643236,28.5553237,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,USA
Phuc Yea,"Miami, FL, USA",2,Vietnamese,-80.1844276,25.8403537,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,USA
Z Asian,"Orlando, FL, USA",2,Vietnamese,-81.3576352,28.5529753,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,USA
Cai Gen Xiang Xiao Guan,"Yangzhou, China Mainland",1,Huaiyang,119.4305806,32.3972872,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Lao Chen Jia,"Suzhou, China Mainland",2,Jiangsu Cuisine,120.6245228,31.3221318,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Bai Sheng Ren Jia (Wuzhong),"Suzhou, China Mainland",2,Jiangsu Cuisine,120.644876,31.2725835,Bib Gourmand,0,"Air conditioning,Car park",bibGourmand,China Mainland
Hou Pin Xiao Yuan,"Nanjing, China Mainland",2,Huaiyang,118.7482243,32.0163034,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Li Ji Qing Zhen Guan,"Nanjing, China Mainland",1,Dim Sum,118.7745562,32.0312379,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Lantchen Reserve,"Nanjing, China Mainland",2,Huaiyang,118.7836237,32.0147747,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Shuang Dong,"Yangzhou, China Mainland",2,Huaiyang,119.4432846,32.3974789,Bib Gourmand,0,"Air conditioning,Foreign credit cards not accepted,Terrace",bibGourmand,China Mainland
Yu Cheng,"Yangzhou, China Mainland",2,Huaiyang,119.43203,32.434767,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
San Bai Wan Bao Ying Chang Yu Mian,"Nanjing, China Mainland",1,Noodles,118.831342,32.078954,Bib Gourmand,0,,bibGourmand,China Mainland
Xin Fang Yuan,"Nanjing, China Mainland",2,Jiangzhe,118.776167,32.043627,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Chi Man,"Nanjing, China Mainland",2,Jiangzhe,118.8147404,32.0498194,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,China Mainland
Yu Mian Tang,"Suzhou, China Mainland",1,Noodles,120.6015817,31.314972,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Ya Ba Sheng Jian (Wenjia An),"Suzhou, China Mainland",1,Dim Sum,120.6242498,31.3172489,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Lao Zhen Yuan (Zhuangqiao Road),"Suzhou, China Mainland",2,Jiangsu Cuisine,120.4028494,30.9536121,Bib Gourmand,0,"Air conditioning,Foreign credit cards not accepted",bibGourmand,China Mainland
Liu She Ji,"Yangzhou, China Mainland",1,Noodles,119.438655,32.403116,Bib Gourmand,0,,bibGourmand,China Mainland
Ge Jia Wu Farmer’s House,"Suzhou, China Mainland",2,Jiangsu Cuisine,120.4619653,31.3603565,Bib Gourmand,0,"Air conditioning,Car park,Credit cards not accepted,Terrace",bibGourmand,China Mainland
Tong De Xing (Jiayu Fang),"Suzhou, China Mainland",1,Noodles,120.6169708,31.3100823,Bib Gourmand,0,"Air conditioning,Car park,Cash only",bibGourmand,China Mainland
Wan Tai Xing,"Suzhou, China Mainland",1,Noodles,120.636893,31.304708,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Yangzhou Yan (38 Changchun Road),"Yangzhou, China Mainland",2,Huaiyang,119.4158341,32.4145504,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,China Mainland
Fan Shui Chang Yu Mian (North Jiefang Road),"Yangzhou, China Mainland",1,Noodles,119.465519,32.405329,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Qiang Ye Fan Dian (Changbai Street),"Nanjing, China Mainland",2,"Cantonese, Jiangsu Cuisine",118.793533,32.0411065,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Hao Po Tang Bao,"Nanjing, China Mainland",1,Dim Sum,118.801122,32.049945,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Su Cheng Jia Yan (Ligongdi Road),"Suzhou, China Mainland",2,Jiangsu Cuisine,120.6846167,31.3129131,Bib Gourmand,0,"Air conditioning,Car park,Great view,Terrace,Valet parking",bibGourmand,China Mainland
Jin Ling Wang Jia Hun Tun (Jiqing Road),"Nanjing, China Mainland",1,Dim Sum,118.7699841,32.0208624,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Xu Jian Ping Tang Bao (Rehe South Road),"Nanjing, China Mainland",1,Dim Sum,118.736868,32.0829428,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Ling Ling Jiu Jia,"Suzhou, China Mainland",2,Jiangsu Cuisine,120.3589468,31.0784077,Bib Gourmand,0,"Air conditioning,Car park,Cash only",bibGourmand,China Mainland
Oriental Chao,"Suzhou, China Mainland",2,Chao Zhou,120.6753651,31.3170745,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,China Mainland
Guang Ying Ju • Lao Zheng Xing,"Nanjing, China Mainland",2,Jiangsu Cuisine,118.8067259,32.0121977,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Du Shi Li De Xiang Cun,"Nanjing, China Mainland",2,Jiangzhe,118.7746191,32.0683658,Bib Gourmand,0,Air conditioning,bibGourmand,China Mainland
Jin Ling Yang Jia Hun Tun Dian (Caodu Lane),"Nanjing, China Mainland",1,Dim Sum,118.775914,32.0358756,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Hu Yuan Mei Shi,"Yangzhou, China Mainland",1,Huaiyang,119.4368817,32.397178,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
Yangzhou Yan · Qu Yuan,"Suzhou, China Mainland",2,Huaiyang,120.5682763,31.2878111,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access",bibGourmand,China Mainland
Wei Ji Ao Mian Guan (East Baita Road),"Suzhou, China Mainland",1,Noodles,120.636635,31.324571,Bib Gourmand,0,,bibGourmand,China Mainland
Xiao Pan Ji Ya Xie Fen Si Tang,"Nanjing, China Mainland",1,Noodles,118.799676,32.047072,Bib Gourmand,0,"Air conditioning,Cash only",bibGourmand,China Mainland
You Mian,"Nanjing, China Mainland",1,Noodles,118.7786352,32.0700009,Bib Gourmand,0,Car park,bibGourmand,China Mainland
Fang Po,"Nanjing, China Mainland",1,Small eats,118.785438,32.044298,Bib Gourmand,0,Cash only,bibGourmand,China Mainland
Caseros,"Buenos Aires, Argentina",1,"Traditional Cuisine, Home Cooking",-58.3721967,-34.6267862,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Argentina
Ácido,"Buenos Aires, Argentina",2,Contemporary,-58.4578382,-34.5806989,Bib Gourmand,0,,bibGourmand,Argentina
MN Santa Inés,"Buenos Aires, Argentina",1,"Fusion, Contemporary",-58.4676992,-34.5926748,Bib Gourmand,0,"Credit cards not accepted,Terrace",bibGourmand,Argentina
República del Fuego,"Buenos Aires, Argentina",2,"Grills, Argentinian",-58.4042439,-34.5898046,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access",bibGourmand,Argentina
Reliquia,"Buenos Aires, Argentina",2,Argentinian,-58.4392531,-34.5832681,Bib Gourmand,0,Air conditioning,bibGourmand,Argentina
Anafe,"Buenos Aires, Argentina",1,Contemporary,-58.4590023,-34.5739293,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Argentina
La Alacena Trattoria,"Buenos Aires, Argentina",1,Italian,-58.4228233,-34.5940227,Bib Gourmand,0,"Air conditioning,Counter dining,Terrace",bibGourmand,Argentina
Ajo Negro - Mar de Tapas,"Buenos Aires, Argentina",2,Modern Cuisine,-58.4479413,-34.5830389,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Argentina
Bis Bistró,"Buenos Aires, Argentina",2,Contemporary,-58.3892275,-34.5916113,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,Argentina
Mengano,"Buenos Aires, Argentina",2,Contemporary,-58.4337326,-34.5889231,Bib Gourmand,0,"Air conditioning,Counter dining",bibGourmand,Argentina
BRU,"Paris, France",2,"Modern Cuisine, Creole",2.3338156,48.87941,Bib Gourmand,0,,bibGourmand,France
L’Écrin de Marlène,"Vichy, France",2,Modern Cuisine,3.4219946,46.1227974,Bib Gourmand,0,"Terrace,Wheelchair access",bibGourmand,France
L'Atelier,"Montaigu, France",2,Traditional Cuisine,-1.311859,46.9776392,Bib Gourmand,0,"Terrace,Wheelchair access",bibGourmand,France
Le Tire-Bouchon Rodier,"Paris, France",2,Traditional Cuisine,2.3437811,48.8803445,Bib Gourmand,0,"Counter dining,Interesting wine list",bibGourmand,France
Le Sarment,"Auxerre, France",2,Modern Cuisine,3.5747944,47.79446,Bib Gourmand,0,"Air conditioning,Terrace",bibGourmand,France
